username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
JulieHob1878;2017-09-23 19:07;0;2;"2nd homemade cake of the season. Only bake when we win. #EFC #EVEBOU pic.twitter.com/FDI48Qn6ma";;;#EFC #EVEBOU;"911668264966770689";https://twitter.com/JulieHob1878/status/911668264966770689
PostToPostSport;2017-09-23 19:02;0;0;"This weeks football pod #STKCHE #SOUMUN #MCICRY #LEILIV #WHUTOT #EVEBOU #SWAWAT https://www. mixcloud.com/Post_to_Post/f ootball-23-9-17/ …";;;#STKCHE #SOUMUN #MCICRY #LEILIV #WHUTOT #EVEBOU #SWAWAT;"911667033695285250";https://twitter.com/PostToPostSport/status/911667033695285250
MatthewKeegan5;2017-09-23 18:52;0;1;"That fan refusing to give the ball to Stanislas and pointing to a fake watch though.. any vids? #EFC #EVEBOU @TheEFCForum @EFCFeelinBlue";;@TheEFCForum @EFCFeelinBlue;#EFC #EVEBOU;"911664468349812737";https://twitter.com/MatthewKeegan5/status/911664468349812737
EFCfanzone;2017-09-23 18:46;1;3;"Oumar Niasse is MOTM today- | Key points and analysis of his game | by @NVlxsic |Read and RT| #EVEBOU #EFC #Everton http:// efcfanzone.co.uk/?p=2255";;@NVlxsic;#EVEBOU #EFC #Everton;"911663005334736896";https://twitter.com/EFCfanzone/status/911663005334736896
YahooSportUK;2017-09-23 18:45;1;1;"#EFC 2-1 #AFCB | Match Report Niasse at the double as Everton beat Bournemouth 2-1! #EVEBOU http:// bit.ly/2yxuhg0 pic.twitter.com/TgBoNRgbKb";;;#EFC #AFCB #EVEBOU;"911662705802694658";https://twitter.com/YahooSportUK/status/911662705802694658
betoscope_en;2017-09-23 18:44;0;3;". @Everton fought back from a goal down to beat @afcbournemouth 2-1 at Goodison Park thanks to substitute Oumar Niasse's late brace #EVEBOU pic.twitter.com/Lxi8IciKyM";;@Everton @afcbournemouth;#EVEBOU;"911662456149364736";https://twitter.com/betoscope_en/status/911662456149364736
kakyuds;2017-09-23 18:43;0;0;"FULL TIME: #PL : EVERTON 2 vs 1 BOURNEMOUTH. [77’ 82’ Oumar Niasse; 49’ Joshua King] #EVEBOU";;;#PL #EVEBOU;"911662231972061184";https://twitter.com/kakyuds/status/911662231972061184
voetbalmeer;2017-09-23 18:36;0;0;"RESULT// 8 uitslagen in de #BPL #whutot #burhud #evebou #mcicry #soumun #stkche #swawat #leiliv pic.twitter.com/lmJScjNQXi";;;#BPL #whutot #burhud #evebou #mcicry #soumun #stkche #swawat #leiliv;"911660651831087105";https://twitter.com/voetbalmeer/status/911660651831087105
RuuddenHaak;2017-09-23 18:36;1;6;"2-1, geen beste wedstrijd maar wat een prachtig oud stadion en dito sfeer! #evebou pic.twitter.com/yAlBNI4IYs";;;#evebou;"911660569433919489";https://twitter.com/RuuddenHaak/status/911660569433919489
paul_g_photo;2017-09-23 18:31;0;9;". @WayneRooney receives a cut above the eye after an elbow from simon francis #EVEBOU Pics via @ShutterstockNow http:// bit.ly/2xr222u pic.twitter.com/uNetsifW1M";;@WayneRooney @ShutterstockNow;#EVEBOU;"911659319455895552";https://twitter.com/paul_g_photo/status/911659319455895552
blackberrychris;2017-09-23 18:28;0;1;"So frustrating to lose from having the lead, cheap first goal to give away, BUT we did play well for large parts of the game. #afcb #EVEBOU pic.twitter.com/u4nwleTsVP";;;#afcb #EVEBOU;"911658531853623296";https://twitter.com/blackberrychris/status/911658531853623296
EFCfanzone;2017-09-23 18:27;0;10;"King Oumar really is a true gent! #NIASSE #EFC #EVEBOU https:// twitter.com/nsno83/status/ 911644865724846081 …";;;#NIASSE #EFC #EVEBOU;"911658191456522240";https://twitter.com/EFCfanzone/status/911658191456522240
nsno;2017-09-23 18:23;0;15;"Hope the #Bournemouth fan nicked for throwing a bottle when they scored enjoys his Monday morning with the magistrate #EVEBOU";;;#Bournemouth #EVEBOU;"911657400519790595";https://twitter.com/nsno/status/911657400519790595
CharlieMaines;2017-09-23 17:51;0;0;"Fair play to @afcbournemouth fans today, decent chat & supported their team throughout. Some of the Rooney chants were class #EveBou";;@afcbournemouth;#EveBou;"911649361079275521";https://twitter.com/CharlieMaines/status/911649361079275521
Robino1966;2017-09-23 17:49;0;0;"#EVEBOU ... bojovny zapas so stastnym koncom pre karamelky. Uz len najst niekoho, kto bude kopat goly... a pojde to";;;#EVEBOU;"911648711775842304";https://twitter.com/Robino1966/status/911648711775842304
itvfootball;2017-09-23 17:45;2;9;"Former outcast Niasse inspires Everton comeback http://www. itv.com/news/2017-09-2 3/former-outcast-oumar-niasse-inspires-everton-comeback-with-his-first-two-premier-league-goals-for-the-club/ … #EVEBOU pic.twitter.com/oIk8QG62Rr";;;#EVEBOU;"911647603217043458";https://twitter.com/itvfootball/status/911647603217043458
forzajason;2017-09-23 17:40;0;0;"Let the memes begin #EFC #EVEBOU pic.twitter.com/GDmV3QSeYl";;;#EFC #EVEBOU;"911646518725283842";https://twitter.com/forzajason/status/911646518725283842
wlane17;2017-09-23 17:37;0;0;"Wayne Rooney injury reminds me of Saw #EVEBOU #football #rooney pic.twitter.com/eE938DabE3";;;#EVEBOU #football #rooney;"911645663187886084";https://twitter.com/wlane17/status/911645663187886084
imeowsoqob;2017-09-23 17:34;0;1;"In the penalty area but no penalty. Historians will write that Suarez got penalty for "imaginary" tackle but Rooney didn't for this. #EVEBOU pic.twitter.com/W14WkBfZOO";;;#EVEBOU;"911644982045499392";https://twitter.com/imeowsoqob/status/911644982045499392
