username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
HT_ThisMinute;2017-09-23 14:52;0;0;"Live Stream 2nd half Burnley 0 v Huddersfield Town 0 and stats with inplay odds see http:// bit.ly/2xrxaPy #BURHUD #htafc";;;#BURHUD #htafc;"911604088487464960";https://twitter.com/HT_ThisMinute/status/911604088487464960
dlrbrts;2017-09-23 14:51;0;2;"A fairly cagey first 45 minutes at Turf Moor. The best chance was a header by Chris Wood from a Stephen Ward cross #BURHUD pic.twitter.com/HRMMZrqTso";;;#BURHUD;"911604035475705857";https://twitter.com/dlrbrts/status/911604035475705857
BBCSport;2017-09-23 14:51;6;39;"HT Burnley 0-0 Huddersfield Town Who'll grab the first goal in this one? http:// bbc.in/2foRDja #BURHUD pic.twitter.com/SaA6MGuzO7";;;#BURHUD;"911603931654115328";https://twitter.com/BBCSport/status/911603931654115328
x_metrics;2017-09-23 14:50;0;1;"#BURHUD #Burnley #Huddersfield #PremierLeague #HT #xG #xGplot #football #analytics #statistics pic.twitter.com/DKR7rwn8C6";;;#BURHUD #Burnley #Huddersfield #PremierLeague #HT #xG #xGplot #football #analytics #statistics;"911603755409342464";https://twitter.com/x_metrics/status/911603755409342464
RobStewart_;2017-09-23 14:50;0;0;"What a Terrier #BURHUD https:// twitter.com/htafcdotcom/st atus/911603133188624384 …";;;#BURHUD;"911603699344187393";https://twitter.com/RobStewart_/status/911603699344187393
PLinUSA;2017-09-23 14:50;0;13;"at the half #EVEBOU | #BURHUD pic.twitter.com/Evyx6hxMlF";;;#EVEBOU #BURHUD;"911603677797986304";https://twitter.com/PLinUSA/status/911603677797986304
SportdecApp;2017-09-23 14:50;0;0;"QUIZ | How well do you know Huddersfield Town? Terriers fans, can you get 10/10? Play > http:// Sportdec.news/TerriersQuiz #HTAFC #BURHUD pic.twitter.com/CE04r7nHq0";;;#HTAFC #BURHUD;"911603616275996678";https://twitter.com/SportdecApp/status/911603616275996678
SportdecFooty;2017-09-23 14:50;0;0;"QUIZ | How well do you know Huddersfield Town? Terriers fans, can you get 10/10? Play > http:// Sportdec.news/TerriersQuiz #HTAFC #BURHUD pic.twitter.com/jSoK422mmK";;;#HTAFC #BURHUD;"911603615462297600";https://twitter.com/SportdecFooty/status/911603615462297600
UCL2016;2017-09-23 14:50;0;0;"QUIZ | How well do you know Huddersfield Town? Terriers fans, can you get 10/10? Play > http:// Sportdec.news/TerriersQuiz #HTAFC #BURHUD pic.twitter.com/AopJVPUDBJ";;;#HTAFC #BURHUD;"911603598479511552";https://twitter.com/UCL2016/status/911603598479511552
SportdecOffers;2017-09-23 14:50;0;0;"QUIZ | How well do you know Huddersfield Town? Terriers fans, can you get 10/10? Play > http:// Sportdec.news/TerriersQuiz #HTAFC #BURHUD pic.twitter.com/7l8fIJQqE4";;;#HTAFC #BURHUD;"911603596931817472";https://twitter.com/SportdecOffers/status/911603596931817472
BURN_ThisMinute;2017-09-23 14:50;0;0;"Burnley 0 v Huddersfield Town 0 and 0-0 at half time, follow the 2nd half action http:// bit.ly/2xqgc3S #BURHUD #livestream";;;#BURHUD #livestream;"911603586022420480";https://twitter.com/BURN_ThisMinute/status/911603586022420480
ShSalahedin;2017-09-23 14:49;0;0;"HT: #PL - #MCICRY 1-0 - #EVEBOU 0-0 - #SOUMUN 0-1 - #BURHUD 0-0 - #STKCHE 0-2 - #SWAWAT 0-1";;;#PL #MCICRY #EVEBOU #SOUMUN #BURHUD #STKCHE #SWAWAT;"911603431877627904";https://twitter.com/ShSalahedin/status/911603431877627904
AlfBertinho;2017-09-23 14:49;0;0;"Resultados al descanso encuentros de las 16h. #PremierLeague #BURHUD 0-0 #SWAWAT 0-1 #STKCHE 0-2 #SOUMUN 0-1 #MCICRY 1-0 #EVEBOU 0-0 pic.twitter.com/cjPH8ZNOZP";;;#PremierLeague #BURHUD #SWAWAT #STKCHE #SOUMUN #MCICRY #EVEBOU;"911603385710907393";https://twitter.com/AlfBertinho/status/911603385710907393
SBOBET;2017-09-23 14:49;0;0;"PL HALF TIME scores #BURHUD 0-0 #EVEBOU 0-0 #MCICRY 1-0 #SOUMUN 0-1 #STKCHE 0-2 #SWAWAT 0-1 Bet #inplay now! https:// goo.gl/8NAdFL pic.twitter.com/i1Sg2g6ik8";;;#BURHUD #EVEBOU #MCICRY #SOUMUN #STKCHE #SWAWAT #inplay;"911603319763644416";https://twitter.com/SBOBET/status/911603319763644416
HTAFCFR;2017-09-23 14:48;0;1;"Mi temps au Turf Moor sur le score de 0/0,on a été dominé mais une fois de plus,Schindler a sauvé la maison... #utt #burhud";;;#utt #burhud;"911603290076585984";https://twitter.com/HTAFCFR/status/911603290076585984
HTSA_Turkey;2017-09-23 14:48;0;1;"İlk yarı sonucu: Burnley - Huddersfield Town: 0-0 #BURHUD pic.twitter.com/MiBWxH4FE6";;;#BURHUD;"911603274020786176";https://twitter.com/HTSA_Turkey/status/911603274020786176
RobStewart_;2017-09-23 14:48;0;1;"So far, so good #BURHUD https:// twitter.com/htafcdotcom/st atus/911602839008546816 …";;;#BURHUD;"911603198632300544";https://twitter.com/RobStewart_/status/911603198632300544
barmyarmyuk;2017-09-23 14:48;0;1;"HALF TIME | #Burnley 0-0 #Huddersfield | #bfc vs #htafc | #BURHUD | STAT: It's the fifth of six Town PL matches to be 0-0 at half time pic.twitter.com/IKSG6VuNSf";;;#Burnley #Huddersfield #bfc #htafc #BURHUD;"911603140465750017";https://twitter.com/barmyarmyuk/status/911603140465750017
LouM567;2017-09-23 14:48;0;2;"Just watched the worst 5 minutes of football ever in #BURHUD . A Burnley player also did a foul throw...";;;#BURHUD;"911603131502419969";https://twitter.com/LouM567/status/911603131502419969
thervd;2017-09-23 14:48;1;0;"HT: Burnley 0 Huddersfield 0. Nary a sniff of a goal at Turf Moor. Schindler head and shoulders the most competent player on show. #BURHUD";;;#BURHUD;"911603094714187777";https://twitter.com/thervd/status/911603094714187777
HITCsportLive;2017-09-23 14:47;0;0;"HALF-TIME Burnley 0-0 Huddersfield http://www. hitc.com/en-gb/sport/fo otball/matches/-37433/ … #BURHUD #clarets #HTAFC #EPL";;;#BURHUD #clarets #HTAFC #EPL;"911603000183058432";https://twitter.com/HITCsportLive/status/911603000183058432
Merrybetgold;2017-09-23 14:47;0;1;"Half time Burnley 0:0 Huddersfield #BURHUD pic.twitter.com/Lnp4b1setP";;;#BURHUD;"911602975868678145";https://twitter.com/Merrybetgold/status/911602975868678145
SRCardsEPL;2017-09-23 14:47;0;0;"Half time Burnley 0:0 Huddersfield #BURHUD pic.twitter.com/Ur5p0gffrz";;;#BURHUD;"911602975361167361";https://twitter.com/SRCardsEPL/status/911602975361167361
barmyarmyuk;2017-09-23 14:47;0;0;"HALF TIME | #Burnley 0-0 #Huddersfield | #bfc vs #htafc | #BURHUD | pic.twitter.com/LTMkqFXtwZ";;;#Burnley #Huddersfield #bfc #htafc #BURHUD;"911602919203581956";https://twitter.com/barmyarmyuk/status/911602919203581956
HTAFCFR;2017-09-23 14:46;0;0;"2’ de temps additionnel #utt #burhud";;;#utt #burhud;"911602751699914753";https://twitter.com/HTAFCFR/status/911602751699914753
barmyarmyuk;2017-09-23 14:45;0;0;"LATEST | #Burnley 0-0 #Huddersfield | #bfc vs #htafc | #BURHUD | Time Added On: 2 minutes";;;#Burnley #Huddersfield #bfc #htafc #BURHUD;"911602423982170113";https://twitter.com/barmyarmyuk/status/911602423982170113
barmyarmycanada;2017-09-23 14:45;0;1;"Great singing from town fans! #burhud";;;#burhud;"911602351135391744";https://twitter.com/barmyarmycanada/status/911602351135391744
pabintnorth78;2017-09-23 14:44;0;0;"Surely Christopher Schindler must be worth £35m+ now? Incredible clearance #BURHUD";;;#BURHUD;"911602157174083584";https://twitter.com/pabintnorth78/status/911602157174083584
HTAFCFR;2017-09-23 14:43;0;2;"Belle tentative de Mooy suite à un une deux avec Kachunga mais cela passe loin des cages de Pope #utt #burhud";;;#utt #burhud;"911602003163348992";https://twitter.com/HTAFCFR/status/911602003163348992
HTAFCFR;2017-09-23 14:40;0;0;"Nouveau sauvetage de Schindler alors que Wood était en embuscade... #utt #burhud";;;#utt #burhud;"911601079531573248";https://twitter.com/HTAFCFR/status/911601079531573248
barmyarmyuk;2017-09-23 14:40;0;0;"LATEST | #Burnley 0-0 #Huddersfield | #bfc vs #htafc | #BURHUD | (40)";;;#Burnley #Huddersfield #bfc #htafc #BURHUD;"911601070765461504";https://twitter.com/barmyarmyuk/status/911601070765461504
MattJaggar;2017-09-23 14:38;0;0;"Where is the man-on shout to Smith there? #burhud #htafc";;;#burhud #htafc;"911600682502942720";https://twitter.com/MattJaggar/status/911600682502942720
HTAFCFR;2017-09-23 14:38;0;0;"Centre de Lowe juste un peu trop haut pour Depoitre #utt #burhud";;;#utt #burhud;"911600645807001601";https://twitter.com/HTAFCFR/status/911600645807001601
trtnation;2017-09-23 14:37;0;0;"Burnley vs Huddersfield Live Streaming https://www. thereportertimes.com/sports/burnley -vs-huddersfield-live-streaming-epl-score/ … #BURHUD #BURvHUD #BURvsHUD #EPL #PremierLeague #HUDBUR #HUDvBUR #HUDvsBUR";;;#BURHUD #BURvHUD #BURvsHUD #EPL #PremierLeague #HUDBUR #HUDvBUR #HUDvsBUR;"911600455314161664";https://twitter.com/trtnation/status/911600455314161664
